MGI	B1ASD1	GO:0048872	homeostasis of number of cells	acts_on_population_of(CL:0000023)	IMP	PMID	9187153
MGI	B1ASD2	GO:0048872	homeostasis of number of cells	acts_on_population_of(CL:0000023)	IMP	PMID	9187153
MGI	B7ZN32	GO:0048872	homeostasis of number of cells	acts_on_population_of(CL:0000023)	IMP	PMID	9187153
MGI	P17012	GO:0048872	homeostasis of number of cells	acts_on_population_of(CL:0000023)	IMP	PMID	9187153
MGI	Q3UM56	GO:0048872	homeostasis of number of cells	acts_on_population_of(CL:0000023)	IMP	PMID	9187153
MGI	Q3URA1	GO:0048872	homeostasis of number of cells	acts_on_population_of(CL:0000023)	IMP	PMID	9187153
MGI	Q8R2L1	GO:0048872	homeostasis of number of cells	acts_on_population_of(CL:0000023)	IMP	PMID	9187153
MGI	F6TUC4	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000036)	IGI	PMID	23022482
MGI	F6SZ47	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000036)	IGI	PMID	23022482
MGI	P28028	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000036)	IGI	PMID	23022482
MGI	Q8VI85	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000036)	IGI	PMID	23022482
MGI	Q99N57	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000036)	IGI	PMID	23022482
MGI	Q99N73	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000036)	IGI	PMID	23022482
MGI	Q9CU36	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000036)	IGI	PMID	23022482
MGI	Q9JJU4	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000036)	IGI	PMID	23022482
MGI	Q9JJU5	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000036)	IGI	PMID	23022482
MGI	Q9JJU6	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000036)	IGI	PMID	23022482
MGI	A0PJC5	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000037)	IMP	PMID	16651658
MGI	A2A929	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000037)	IDA	PMID	19379700
MGI	A2A930	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000037)	IDA	PMID	19379700
MGI	A2A931	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000037)	IDA	PMID	19379700
MGI	A2A933	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000037)	IDA	PMID	19379700
MGI	A2A934	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000037)	IDA	PMID	19379700
MGI	A2A935	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000037)	IDA	PMID	19379700
MGI	B1AUF1	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000037)	IDA	PMID	19379700
MGI	B1AUF2	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000037)	IDA	PMID	19379700
MGI	E9Q6W1	GO:0035019	somatic stem cell maintenance	acts_on_population_of(CL:0000037)	IDA	PMID	19379700
